Started At,Duration,Preset,Activity
11/17/2016 18:11,0:15:00,,Meditation
11/16/2016 7:47,0:30:00,,Meditation
11/12/2016 14:33,0:25:00,,Meditation
11/11/2016 14:59,0:20:00,,
11/10/2016 21:38,0:15:00,,Meditation
11/9/2016 15:49,0:20:00,,Meditation
11/7/2016 15:15,0:22:24,,Meditation
11/6/2016 18:19,0:30:00,,Meditation
11/5/2016 9:16,0:21:17,,Meditation
11/4/2016 9:15,0:20:00,,Meditation
11/3/2016 9:33,0:11:36,,Meditation
10/29/2016 21:41,0:15:00,,Meditation
10/25/2016 17:54,0:20:00,,Meditation
10/24/2016 17:19,0:15:21,,Meditation
10/23/2016 17:19,1:15:00,,
10/21/2016 18:03,0:20:00,,Meditation
10/21/2016 16:56,0:10:34,,Meditation
10/19/2016 20:39,0:30:00,,Meditation
10/18/2016 19:53,0:25:00,,Meditation
10/16/2016 8:31,1:15:00,,
10/15/2016 8:32,1:20:00,,
10/12/2016 21:31,0:15:00,,Meditation
10/11/2016 17:05,0:30:00,,Meditation
10/10/2016 16:58,0:25:00,,Meditation
10/9/2016 10:10,0:15:00,,Meditation
10/8/2016 17:57,0:15:00,,Meditation
10/7/2016 17:08,0:20:00,,Meditation
10/4/2016 13:51,0:01:15,,Meditation
10/4/2016 13:39,0:10:00,,Meditation
10/1/2016 17:48,0:20:00,,Meditation
9/30/2016 17:28,0:20:00,,Meditation
9/28/2016 16:42,0:20:00,,Meditation
9/27/2016 14:34,0:12:00,,Meditation
9/25/2016 9:56,0:20:00,,Meditation
9/24/2016 17:12,0:12:57,,Meditation
9/22/2016 18:06,0:20:00,,Meditation
9/17/2016 10:05,0:30:00,,Meditation
9/16/2016 18:32,0:15:00,,Meditation
9/16/2016 8:02,0:17:50,,Guided Meditation
9/15/2016 14:05,0:17:50,,Guided Meditation
9/15/2016 8:03,0:20:00,,Meditation
9/15/2016 6:06,0:22:21,,Guided Meditation
9/14/2016 17:20,0:20:00,,Meditation
9/12/2016 17:19,0:13:34,,Guided Meditation
9/12/2016 16:38,0:22:52,,Guided Meditation
9/12/2016 16:01,0:22:21,,Guided Meditation
9/12/2016 7:54,0:22:21,,Guided Meditation
9/11/2016 15:15,0:22:21,,Guided Meditation
9/11/2016 4:47,0:17:50,,Guided Meditation
9/11/2016 2:16,0:22:21,,Guided Meditation
9/11/2016 2:10,0:04:52,,Guided Meditation
9/10/2016 15:07,0:31:26,,Guided Meditation
9/9/2016 11:16,0:17:50,,Guided Meditation
9/9/2016 6:54,0:22:21,,Guided Meditation
9/9/2016 5:32,0:22:21,,Guided Meditation
9/9/2016 2:58,0:22:21,,Guided Meditation
9/2/2016 7:11,0:20:00,,Meditation
9/1/2016 18:09,0:20:00,,Meditation
8/31/2016 20:33,0:30:00,,Meditation
8/30/2016 7:08,0:20:00,,Meditation
8/29/2016 7:08,0:20:00,,Meditation
8/28/2016 7:28,1:15:00,,
8/27/2016 9:27,0:25:20,,Meditation
8/26/2016 20:03,0:42:20,,Guided Meditation
8/25/2016 7:11,0:20:00,,Meditation
8/24/2016 7:04,0:25:00,,Meditation
8/22/2016 7:07,0:25:00,,Meditation
8/21/2016 19:33,0:35:00,,Meditation
8/20/2016 19:32,0:45:00,,
8/19/2016 7:10,0:20:00,,Meditation
8/18/2016 7:06,0:25:00,,Meditation
8/17/2016 7:11,0:25:00,,Meditation
8/16/2016 7:09,0:25:00,,Meditation
8/15/2016 7:10,0:30:00,,Meditation
8/13/2016 9:53,3:20:00,,
8/12/2016 9:53,4:00:00,,
8/11/2016 9:53,0:45:00,,
8/11/2016 7:08,0:20:00,,Meditation
8/10/2016 7:09,0:15:00,,Meditation
8/9/2016 7:07,0:20:00,,Meditation
8/6/2016 22:04,1:30:00,,
8/5/2016 17:58,0:25:00,,Meditation
8/4/2016 7:06,0:20:00,,Meditation
8/3/2016 12:29,0:20:00,,Meditation
8/2/2016 7:08,0:20:00,,Meditation
8/1/2016 7:00,0:20:00,,Meditation
7/31/2016 12:49,1:15:00,,
7/30/2016 17:32,0:35:00,,Meditation
7/29/2016 7:00,0:20:00,,Meditation
7/28/2016 8:00,0:15:00,,Meditation
7/27/2016 21:07,0:20:00,,Meditation
7/26/2016 7:48,0:25:00,,Meditation
7/25/2016 8:26,0:15:00,,Meditation
7/24/2016 10:13,0:25:00,,Meditation
7/17/2016 22:14,0:17:15,,Guided Meditation
7/16/2016 21:11,0:20:00,,Meditation
7/15/2016 11:36,0:30:00,,Meditation
7/14/2016 6:58,0:15:00,,Meditation
7/13/2016 21:46,0:05:00,,Meditation
7/12/2016 17:30,0:03:00,,Meditation
7/11/2016 6:57,0:20:00,,Meditation
7/10/2016 21:36,1:15:00,,
7/9/2016 13:22,0:30:00,,Meditation
7/8/2016 22:30,0:03:00,,Meditation
7/7/2016 7:04,0:15:00,,Meditation
7/6/2016 7:01,0:15:00,,Meditation
7/5/2016 21:33,0:05:00,,Meditation
7/3/2016 19:10,1:15:00,,
7/2/2016 9:10,0:35:00,,Meditation
7/1/2016 6:57,0:15:00,,Meditation
6/30/2016 21:14,0:10:00,,Meditation
6/29/2016 10:45,0:25:00,,Meditation
6/28/2016 7:11,0:20:00,,Meditation
6/27/2016 7:07,0:15:00,,Meditation
6/26/2016 14:27,0:30:00,,Meditation
6/25/2016 12:10,0:30:00,,Meditation
6/24/2016 7:08,0:15:00,,Meditation
6/23/2016 18:37,0:10:00,,Meditation
6/22/2016 20:41,0:25:00,,Meditation
6/19/2016 8:36,0:20:00,,Meditation
6/18/2016 18:03,0:20:00,,Meditation
6/17/2016 18:26,0:15:00,,Meditation
6/14/2016 20:43,0:15:00,,Meditation
6/13/2016 11:24,0:25:00,,Meditation
6/11/2016 9:35,0:30:00,,Meditation
6/8/2016 20:48,0:25:00,,Meditation
6/7/2016 13:13,0:15:00,,Meditation
6/4/2016 17:18,0:25:00,,Meditation
6/1/2016 20:33,0:20:00,,Meditation
5/30/2016 10:24,0:30:00,,Meditation
5/29/2016 21:48,0:25:00,,Meditation
5/28/2016 17:30,0:20:00,,Meditation
5/27/2016 12:36,0:20:00,,Meditation
5/26/2016 8:59,0:30:00,,Meditation
5/25/2016 12:19,0:30:00,,Meditation
5/20/2016 6:57,0:15:00,,Meditation
5/13/2016 9:20,0:25:00,,Meditation
5/9/2016 21:24,0:25:00,,Meditation
5/8/2016 21:50,1:15:00,,
5/5/2016 21:01,0:15:00,,Meditation
5/3/2016 21:09,0:15:00,,Meditation
5/1/2016 20:30,0:30:00,,Meditation
4/30/2016 15:29,0:40:00,,Meditation
4/26/2016 17:44,0:35:00,,Meditation
4/25/2016 18:04,0:35:00,,Meditation
4/20/2016 16:21,0:20:00,,Meditation
4/19/2016 18:38,0:30:00,,Meditation
4/17/2016 14:27,0:20:00,,Meditation
4/16/2016 20:45,0:55:00,,
4/11/2016 17:51,0:30:00,,Meditation
4/9/2016 14:55,0:35:00,,Meditation
3/26/2016 9:16,0:40:00,,Meditation
3/19/2016 18:36,0:20:00,,Meditation
3/18/2016 10:06,0:30:00,,Meditation
3/14/2016 18:07,0:25:00,,Meditation
3/12/2016 11:07,0:30:00,,Meditation
3/9/2016 14:17,0:20:47,,Guided Meditation
3/8/2016 18:15,0:25:00,,Meditation
3/4/2016 18:03,0:25:50,,Guided Meditation
2/25/2016 20:38,0:20:00,,Meditation
2/22/2016 18:18,0:25:00,,Meditation
2/21/2016 18:17,1:15:00,,
2/20/2016 17:58,0:30:00,,Meditation
2/19/2016 17:42,0:30:00,,Meditation
2/19/2016 11:38,0:10:00,,Meditation
2/12/2016 20:57,0:25:00,,
2/10/2016 17:44,0:25:00,,Meditation
2/8/2016 18:05,0:25:00,,Meditation
2/7/2016 20:57,1:15:00,,
2/6/2016 20:10,1:15:00,,
2/5/2016 18:02,0:30:00,,Meditation
2/4/2016 20:46,0:25:00,,Meditation
2/1/2016 18:06,0:25:00,,Meditation
1/27/2016 17:52,0:25:00,,Meditation
1/26/2016 18:04,0:20:00,,Meditation
1/25/2016 18:08,0:25:00,,Meditation
1/24/2016 20:39,0:30:00,,Meditation
1/23/2016 10:27,0:30:00,,Meditation
1/19/2016 20:25,0:20:00,,Meditation
1/15/2016 20:54,0:25:00,,
1/15/2016 20:32,0:21:18,,Guided Meditation
1/13/2016 4:52,0:07:29,,Guided Meditation
1/12/2016 7:12,0:15:00,,Meditation
1/11/2016 18:28,0:15:00,,Meditation
1/9/2016 13:43,0:38:54,,Guided Meditation
1/7/2016 13:40,0:45:00,,
1/6/2016 17:47,0:25:50,,Guided Meditation
1/5/2016 18:10,0:10:00,,Meditation
1/4/2016 21:39,0:40:00,,
1/4/2016 20:56,0:42:20,,Guided Meditation
1/3/2016 21:41,1:00:00,,
1/2/2016 21:44,0:45:00,,
1/1/2016 9:17,0:38:54,,Guided Meditation
12/31/2015 16:46,0:25:00,,Meditation
12/31/2015 2:58,0:20:05,,Guided Meditation
12/29/2015 23:43,0:25:04,,Guided Meditation
12/27/2015 21:04,0:15:00,,Meditation
12/25/2015 14:41,0:40:00,,
12/25/2015 14:02,0:38:54,,Guided Meditation
12/24/2015 11:54,0:20:00,,
12/24/2015 11:39,0:15:00,,Meditation
12/22/2015 23:33,0:40:00,,
12/22/2015 17:12,0:38:54,,Guided Meditation
12/20/2015 16:54,0:30:00,,Meditation
12/19/2015 17:54,0:45:00,,
12/18/2015 17:45,0:30:00,,Meditation
12/16/2015 17:58,0:25:00,,Meditation
12/11/2015 17:49,0:30:00,,Meditation
12/7/2015 20:39,0:30:00,,Meditation
12/6/2015 20:42,1:00:00,,
12/6/2015 20:38,1:20:00,,
12/5/2015 16:55,0:20:00,,Meditation
12/4/2015 17:43,0:30:00,,Meditation
12/2/2015 19:40,0:30:00,,Meditation
11/30/2015 20:59,0:30:00,,
11/30/2015 18:00,0:25:00,,Meditation
11/29/2015 21:00,1:00:00,,
11/28/2015 17:24,0:35:00,,Meditation
11/27/2015 17:20,0:40:00,,
11/27/2015 9:25,0:43:30,,Guided Meditation
11/26/2015 21:53,0:15:00,,Meditation
11/24/2015 22:13,1:00:00,,
11/23/2015 20:17,0:25:00,,Meditation
11/22/2015 20:15,1:00:00,,
11/21/2015 20:16,0:45:00,,
11/20/2015 17:25,0:30:00,,Meditation
11/18/2015 19:51,0:20:00,,Meditation
11/18/2015 18:59,0:20:00,,Meditation
11/16/2015 17:39,0:30:00,,Meditation
11/14/2015 20:41,0:25:00,,Meditation
11/11/2015 19:51,0:15:00,,Meditation
11/11/2015 17:34,0:40:00,,Meditation
11/11/2015 15:39,0:08:43,,Guided Meditation
11/9/2015 18:50,0:30:00,,Meditation
11/8/2015 9:52,0:50:00,,
11/7/2015 9:52,0:45:00,,
11/4/2015 11:11,0:10:00,,Meditation
11/4/2015 7:24,0:15:00,,Meditation
11/3/2015 7:40,1:30:00,,
11/3/2015 7:02,0:20:00,,Meditation
11/2/2015 19:03,0:25:00,,Meditation
11/1/2015 12:11,0:20:00,,Meditation
10/31/2015 17:05,0:30:00,,Meditation
10/30/2015 15:04,0:10:00,,Meditation
10/27/2015 15:04,1:00:00,,
10/27/2015 15:03,1:10:00,,
10/27/2015 13:14,0:25:00,,Meditation
10/26/2015 18:54,0:30:00,,Meditation
10/25/2015 13:12,1:00:00,,
10/23/2015 18:04,0:30:00,,Meditation
10/13/2015 18:25,0:20:00,,Meditation
10/9/2015 17:18,0:40:00,,
9/29/2015 20:27,0:25:00,,
9/28/2015 18:53,0:30:00,,
9/27/2015 20:26,2:00:00,,
9/25/2015 17:32,0:40:00,,
9/23/2015 18:13,1:20:00,,
9/22/2015 18:13,1:00:00,,
9/21/2015 19:05,0:25:00,,
9/20/2015 18:13,1:00:00,,
9/19/2015 18:35,0:20:00,,
9/13/2015 16:17,0:30:00,,
9/12/2015 18:16,0:30:00,,
9/11/2015 18:26,0:25:00,,
9/9/2015 20:42,1:10:00,,
9/8/2015 20:42,0:30:00,,
9/5/2015 16:29,0:30:00,,
9/3/2015 7:19,0:25:00,,
9/2/2015 1:45,1:10:00,,
9/1/2015 18:30,0:25:00,,
8/31/2015 7:13,0:25:00,,
8/24/2015 19:33,0:00:14,,
8/23/2015 9:09,0:25:00,,
8/22/2015 14:43,0:30:00,,
8/21/2015 15:35,0:30:00,,
8/20/2015 15:34,0:05:00,,
8/19/2015 17:46,0:26:05,,Guided Meditation
8/19/2015 15:34,0:25:00,,
8/18/2015 17:56,0:20:00,,
8/17/2015 19:27,0:15:00,,
8/15/2015 16:35,0:30:00,,
8/12/2015 18:40,0:30:00,,
8/12/2015 17:57,0:24:19,,Guided Meditation
8/11/2015 18:53,0:25:00,,
8/10/2015 9:47,0:30:00,,
8/9/2015 10:20,1:00:00,,
8/8/2015 22:32,1:10:00,,
8/7/2015 17:53,0:25:00,,
8/3/2015 18:55,0:25:00,,
8/1/2015 18:17,0:25:00,,
8/1/2015 17:51,0:25:50,,Guided Meditation
7/31/2015 13:26,0:25:00,,
7/24/2015 16:46,0:30:00,,
7/23/2015 18:10,0:30:00,,
7/23/2015 17:47,0:24:19,,Guided Meditation
7/21/2015 17:34,0:28:57,,Guided Meditation
7/18/2015 11:39,0:30:00,,
7/17/2015 18:03,0:20:00,,
7/17/2015 17:48,0:15:00,,
7/15/2015 18:06,0:28:57,,Guided Meditation
7/13/2015 17:44,0:30:00,,
7/10/2015 14:51,0:28:57,,Guided Meditation
7/8/2015 17:40,0:30:00,,
7/6/2015 17:32,0:20:00,,
7/5/2015 18:02,0:45:00,,
7/5/2015 6:47,1:30:00,,
7/4/2015 12:19,0:25:00,,
7/3/2015 14:23,0:20:00,,
7/1/2015 18:29,0:30:00,,
6/30/2015 18:24,0:30:00,,
6/29/2015 18:40,0:15:00,,
6/27/2015 18:33,0:30:00,,
6/24/2015 13:10,0:25:00,,
6/23/2015 21:08,0:30:00,,
6/23/2015 20:41,0:27:15,,Guided Meditation
6/22/2015 16:52,0:25:00,,
6/21/2015 19:36,0:30:00,,
6/20/2015 15:37,0:30:00,,
6/17/2015 10:30,0:30:00,,
6/16/2015 11:09,0:10:00,,
6/16/2015 10:38,0:28:57,,Guided Meditation
6/15/2015 18:57,0:25:00,,
6/13/2015 18:02,0:15:00,,
6/12/2015 16:03,0:30:00,,
6/10/2015 20:08,0:30:00,,
6/10/2015 17:59,0:30:00,,
6/10/2015 17:29,0:28:57,,Guided Meditation
6/9/2015 17:59,0:40:00,,
6/9/2015 17:30,0:42:00,,
6/7/2015 11:50,0:20:00,,
6/5/2015 9:16,0:30:00,,
6/3/2015 17:37,0:40:00,,
6/1/2015 7:05,0:30:00,,
5/31/2015 8:49,0:30:00,,
5/30/2015 17:18,0:27:01,,Guided Meditation
5/30/2015 3:48,0:30:00,,
5/29/2015 17:21,0:27:01,,Guided Meditation
5/29/2015 8:48,0:30:00,,
5/27/2015 2:49,0:20:00,,
5/26/2015 20:32,0:26:05,,Guided Meditation
5/23/2015 18:44,0:28:57,,Guided Meditation
5/22/2015 17:44,0:20:00,,
5/22/2015 17:43,0:20:00,,
5/20/2015 17:43,1:15:00,,
5/19/2015 18:08,0:10:00,,
5/19/2015 14:16,0:30:00,,
5/19/2015 7:21,0:28:57,,Guided Meditation
5/17/2015 14:17,1:00:00,,
5/16/2015 8:38,0:28:57,,Guided Meditation
5/13/2015 17:37,0:20:00,,
5/13/2015 14:17,1:15:00,,
5/13/2015 9:07,0:15:00,,
5/9/2015 16:58,0:30:00,,
5/8/2015 18:03,0:30:00,,
5/7/2015 6:02,0:15:00,,
5/5/2015 17:50,0:30:00,,
5/2/2015 16:02,0:30:00,,
5/2/2015 9:50,0:30:00,,
5/1/2015 10:10,0:30:00,,
4/29/2015 10:09,1:10:00,,
4/29/2015 6:09,0:20:00,,
4/27/2015 16:53,0:20:00,,
4/27/2015 6:59,0:30:00,,
4/26/2015 6:58,1:00:00,,
4/25/2015 6:58,4:00:00,,
4/24/2015 12:52,0:15:00,,
4/22/2015 12:42,0:20:00,,
4/21/2015 7:25,0:20:00,,
4/18/2015 11:37,0:20:00,,
4/18/2015 11:24,0:11:48,,Guided Meditation
4/14/2015 18:00,0:20:00,,
4/11/2015 16:30,0:30:00,,
4/8/2015 12:35,0:30:00,,
4/7/2015 17:45,0:30:00,,
4/6/2015 19:29,0:15:00,,
4/6/2015 19:07,0:15:00,,
4/3/2015 9:33,0:30:00,,
3/31/2015 13:02,0:20:00,,
3/30/2015 9:52,0:30:00,,
3/29/2015 17:49,0:30:00,,
3/29/2015 17:39,0:08:43,,Guided Meditation
3/26/2015 15:39,0:10:00,,
3/26/2015 15:36,0:01:00,,
3/26/2015 15:08,0:30:00,,
3/24/2015 20:19,0:25:00,,
3/23/2015 18:46,0:25:00,,
3/22/2015 11:29,0:30:00,,
3/20/2015 17:16,0:30:00,,
3/16/2015 18:55,0:25:00,,
3/14/2015 19:14,0:05:26,,Guided Meditation
3/14/2015 18:48,0:25:00,,
3/13/2015 17:35,0:30:00,,
3/9/2015 7:16,0:20:00,,
3/8/2015 7:36,1:10:00,,
3/7/2015 9:46,0:25:32,,Guided Meditation
3/7/2015 9:23,0:20:00,,
3/5/2015 17:45,0:20:00,,
3/4/2015 17:43,0:20:00,,
3/4/2015 6:56,0:20:00,,
3/3/2015 18:27,0:35:00,,
3/3/2015 17:50,0:28:57,,Guided Meditation
3/2/2015 18:46,0:21:00,"Twenty one, three minute bells",
3/2/2015 7:13,0:21:00,,
3/1/2015 18:32,0:21:00,,
3/1/2015 11:57,0:21:00,,
2/28/2015 17:25,0:25:00,,
2/28/2015 12:18,0:15:00,,
2/25/2015 18:17,0:20:00,,
2/22/2015 12:05,0:20:00,,
2/18/2015 17:24,0:30:00,,
2/17/2015 17:32,0:30:00,,
2/16/2015 18:48,0:25:00,,
2/15/2015 17:31,1:00:00,,
2/13/2015 17:48,0:30:00,,
2/11/2015 17:19,0:30:00,,
2/8/2015 20:32,0:15:00,,
2/7/2015 16:38,0:30:00,,
2/4/2015 17:39,0:35:00,,
2/4/2015 16:52,0:09:49,,Guided Meditation
2/3/2015 21:10,0:30:00,,
1/31/2015 17:46,0:28:57,,Guided Meditation
1/31/2015 17:45,0:30:00,,
1/30/2015 18:59,0:24:19,,Guided Meditation
1/30/2015 17:44,0:30:00,,
1/27/2015 17:44,0:40:00,,
1/26/2015 17:14,0:40:00,,
1/24/2015 9:43,0:30:00,,
1/22/2015 17:33,0:30:00,,
1/21/2015 17:31,1:00:00,,
1/20/2015 17:32,0:30:00,,
1/19/2015 21:37,0:28:00,,
1/18/2015 18:43,1:15:00,,
1/18/2015 17:01,0:03:51,"Twenty one, three minute bells",
1/17/2015 13:12,0:28:57,,Guided Meditation
1/13/2015 17:42,0:29:46,,Guided Meditation
1/12/2015 18:43,0:21:00,"Twenty one, three minute bells",
1/11/2015 11:59,0:24:00,,
1/11/2015 10:07,0:15:00,,
1/10/2015 9:38,0:15:00,,
1/10/2015 9:10,0:27:01,,Guided Meditation
1/9/2015 12:18,0:24:19,,Guided Meditation
1/8/2015 17:31,0:29:46,,Guided Meditation
1/7/2015 17:46,0:30:00,,
1/6/2015 18:09,0:30:00,,
1/5/2015 20:16,0:20:00,,
1/4/2015 20:15,0:21:00,"Twenty one, three minute bells",
1/3/2015 9:56,0:29:46,,Guided Meditation
1/2/2015 18:01,0:21:00,,
1/1/2015 18:22,0:20:00,,
